"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022","Barrie, Ontario [35568]","2021A003535568","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321115","20.2","167.0","","","","1"
"2022","Greater Sudbury, Ontario [35580]","2021A003535580","Number of cybercrime incidents","Number","223","units","0","v116321118","22.1","704","","","","0"
"2022","Greater Sudbury, Ontario [35580]","2021A003535580","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321119","22.2","381.5","","","","1"
"2022","Thunder Bay, Ontario [35595]","2021A003535595","Number of cybercrime incidents","Number","223","units","0","v116321136","31.1","361","","","","0"
"2022","Thunder Bay, Ontario [35595]","2021A003535595","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321137","31.2","282.9","","","","1"
"2022","Manitoba [46]","2021A000246","Number of cybercrime incidents","Number","223","units","0","v116321142","34.1","2326","","","","0"
"2022","Manitoba [46]","2021A000246","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321143","34.2","165.0","","","","1"
"2022","Winnipeg, Manitoba [46602]","2021A003546602","Number of cybercrime incidents","Number","223","units","0","v116321144","35.1","1653","","","","0"
"2022","Winnipeg, Manitoba [46602]","2021A003546602","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321145","35.2","193.8","","","","1"
"2022","Saskatchewan [47]","2021A000247","Number of cybercrime incidents","Number","223","units","0","v116321146","36.1","1922","","","","0"
"2022","Saskatchewan [47]","2021A000247","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321147","36.2","164.9","","","","1"
"2022","Regina, Saskatchewan [47705]","2021A003547705","Number of cybercrime incidents","Number","223","units","0","v116321148","37.1","236","","","","0"
"2022","Regina, Saskatchewan [47705]","2021A003547705","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321149","37.2","90.6","","","","1"
"2022","Saskatoon, Saskatchewan [47725]","2021A003547725","Number of cybercrime incidents","Number","223","units","0","v116321150","38.1","932","","","","0"
"2022","Saskatoon, Saskatchewan [47725]","2021A003547725","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321151","38.2","273.7","","","","1"
"2022","Alberta [48]","2021A000248","Number of cybercrime incidents","Number","223","units","0","v116321152","39.1","9697","","","","0"
"2022","Alberta [48]","2021A000248","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321153","39.2","214.4","","","","1"
"2022","Lethbridge, Alberta [48810]","2021A003548810","Number of cybercrime incidents","Number","223","units","0","v1066363732","51.1","634","","","","0"
"2022","Lethbridge, Alberta [48810]","2021A003548810","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1066363733","51.2","486.4","","","","1"
"2022","Calgary, Alberta [48825]","2021A003548825","Number of cybercrime incidents","Number","223","units","0","v116321154","40.1","3319","","","","0"
"2022","Calgary, Alberta [48825]","2021A003548825","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321155","40.2","209.0","","","","1"
"2022","Red Deer, Alberta [48830]","2021A003548830","Number of cybercrime incidents","Number","223","units","0","v1593158554","55.1","333","","","","0"
"2022","Red Deer, Alberta [48830]","2021A003548830","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158555","55.2","316.6","","","","1"
"2022","Edmonton, Alberta [48835]","2021A003548835","Number of cybercrime incidents","Number","223","units","0","v116321156","41.1","4114","","","","0"
"2022","Edmonton, Alberta [48835]","2021A003548835","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321157","41.2","273.1","","","","1"
"2022","British Columbia [59]","2021A000259","Number of cybercrime incidents","Number","223","units","0","v116321158","42.1","18473","","","","0"
"2022","British Columbia [59]","2021A000259","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321159","42.2","345.8","","","","1"
"2022","Kelowna, British Columbia [59915]","2021A003559915","Number of cybercrime incidents","Number","223","units","0","v116321162","44.1","869","","","","0"
"2022","Kelowna, British Columbia [59915]","2021A003559915","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321163","44.2","364.8","","","","1"
"2022","Kamloops, British Columbia [59925]","2021A003559925","Number of cybercrime incidents","Number","223","units","0","v1593158556","56.1","302","","","","0"
"2022","Kamloops, British Columbia [59925]","2021A003559925","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158557","56.2","252.9","","","","1"
"2022","Chilliwack, British Columbia [59930]","2021A003559930","Number of cybercrime incidents","Number","223","units","0","v1593158558","57.1","743","","","","0"
"2022","Chilliwack, British Columbia [59930]","2021A003559930","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158559","57.2","610.5","","","","1"
"2022","Abbotsford-Mission, British Columbia [59932]","2021A003559932","Number of cybercrime incidents","Number","223","units","0","v116321160","43.1","1037","","","","0"
"2022","Abbotsford-Mission, British Columbia [59932]","2021A003559932","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321161","43.2","498.5","","","","1"
"2022","Vancouver, British Columbia [59933]","2021A003559933","Number of cybercrime incidents","Number","223","units","0","v116321164","45.1","10267","","","","0"
"2022","Vancouver, British Columbia [59933]","2021A003559933","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321165","45.2","359.7","","","","1"
"2022","Victoria, British Columbia [59935]","2021A003559935","Number of cybercrime incidents","Number","223","units","0","v116321166","46.1","1823","","","","0"
"2022","Victoria, British Columbia [59935]","2021A003559935","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321167","46.2","432.4","","","","1"
"2022","Nanaimo, British Columbia [59938]","2021A003559938","Number of cybercrime incidents","Number","223","units","0","v1593158560","58.1","292","","","","0"
"2022","Nanaimo, British Columbia [59938]","2021A003559938","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158561","58.2","237.9","","","","1"
"2022","Yukon [60]","2021A000260","Number of cybercrime incidents","Number","223","units","0","v116321168","47.1","100","","","","0"
"2022","Yukon [60]","2021A000260","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321169","47.2","227.3","","","","1"
"2022","Northwest Territories [61]","2021A000261","Number of cybercrime incidents","Number","223","units","0","v116321170","48.1","68","","","","0"
"2022","Northwest Territories [61]","2021A000261","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321171","48.2","152.4","","","","1"
"2022","Nunavut [62]","2021A000262","Number of cybercrime incidents","Number","223","units","0","v116321172","49.1","65","","","","0"
"2022","Nunavut [62]","2021A000262","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321173","49.2","160.7","","","","1"
"2022","Canadian Forces Military Police","","Number of cybercrime incidents","Number","223","units","0","v1411953027","52.1","46","","","","0"
"2022","Canadian Forces Military Police","","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1411953028","52.2","","..","","","2"
"2023","Total police-reported cybercrime","","Number of cybercrime incidents","Number","223","units","0","v116321076","1.1","98252","","","","0"
"2023","Total police-reported cybercrime","","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321077","1.2","246.1","","","","1"
"2023","Total Non-Census metropolitan area","","Number of cybercrime incidents","Number","223","units","0","v116321078","2.1","20898","","","","0"
"2023","Total Non-Census metropolitan area","","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321079","2.2","206.3","","","","1"
"2023","Total Census metropolitan area","","Number of cybercrime incidents","Number","223","units","0","v116321080","3.1","77298","","","","0"
"2023","Total Census metropolitan area","","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321081","3.2","259.5","","","","1"
"2023","Newfoundland and Labrador [10]","2021A000210","Number of cybercrime incidents","Number","223","units","0","v116321082","4.1","1376","","","","0"
"2023","Newfoundland and Labrador [10]","2021A000210","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321083","4.2","255.3","","","","1"
"2023","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Number of cybercrime incidents","Number","223","units","0","v116321084","5.1","256","","","","0"
"2023","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321085","5.2","113.8","","","","1"
"2023","Prince Edward Island [11]","2021A000211","Number of cybercrime incidents","Number","223","units","0","v116321086","6.1","399","","","","0"
"2023","Prince Edward Island [11]","2021A000211","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321087","6.2","230.1","","","","1"
"2023","Nova Scotia [12]","2021A000212","Number of cybercrime incidents","Number","223","units","0","v116321088","7.1","3606","","","","0"
"2023","Nova Scotia [12]","2021A000212","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321089","7.2","341.3","","","","1"
"2023","Halifax, Nova Scotia [12205]","2021A003512205","Number of cybercrime incidents","Number","223","units","0","v116321090","8.1","2113","","","","0"
"2023","Halifax, Nova Scotia [12205]","2021A003512205","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321091","8.2","407.7","","","","1"
"2023","New Brunswick [13]","2021A000213","Number of cybercrime incidents","Number","223","units","0","v116321092","9.1","2531","","","","0"
"2023","New Brunswick [13]","2021A000213","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321093","9.2","334.2","","","","1"
"2023","Moncton, New Brunswick [13305]","2021A003513305","Number of cybercrime incidents","Number","223","units","0","v116321094","10.1","578","","","","0"
"2023","Moncton, New Brunswick [13305]","2021A003513305","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321095","10.2","308.6","","","","1"
"2023","Saint John, New Brunswick [13310]","2021A003513310","Number of cybercrime incidents","Number","223","units","0","v116321096","11.1","138","","","","0"
"2023","Saint John, New Brunswick [13310]","2021A003513310","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321097","11.2","218.1","","","","1"
"2023","Fredericton, New Brunswick [13320]","2021A003513320","Number of cybercrime incidents","Number","223","units","0","v1593158550","53.1","270","","","","0"
"2023","Fredericton, New Brunswick [13320]","2021A003513320","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158551","53.2","213.3","","","","1"
"2023","Quebec [24]","2021A000224","Number of cybercrime incidents","Number","223","units","0","v116321098","12.1","10430","","","","0"
"2023","Quebec [24]","2021A000224","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321099","12.2","118.7","","","","1"
"2023","Saguenay, Quebec [24408]","2021A003524408","Number of cybercrime incidents","Number","223","units","0","v116321106","16.1","80","","","","0"
"2023","Saguenay, Quebec [24408]","2021A003524408","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321107","16.2","46.1","","","","1"
"2023","Québec, Quebec [24421]","2021A003524421","Number of cybercrime incidents","Number","223","units","0","v116321104","15.1","1012","","","","0"
"2023","Québec, Quebec [24421]","2021A003524421","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321105","15.2","117.5","","","","1"
"2023","Sherbrooke, Quebec [24433]","2021A003524433","Number of cybercrime incidents","Number","223","units","0","v116321108","17.1","364","","","","0"
"2023","Sherbrooke, Quebec [24433]","2021A003524433","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321109","17.2","165.2","","","","1"
"2023","Trois-Rivières, Quebec [24442]","2021A003524442","Number of cybercrime incidents","Number","223","units","0","v116321110","18.1","353","","","","0"
"2023","Trois-Rivières, Quebec [24442]","2021A003524442","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321111","18.2","211.8","","","","1"
"2023","Drummondville, Quebec [24447]","2021A003524447","Number of cybercrime incidents","Number","223","units","0","v1593158552","54.1","276","","","","0"
"2023","Drummondville, Quebec [24447]","2021A003524447","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158553","54.2","245.1","","","","1"
"2023","Montréal, Quebec [24462]","2021A003524462","Number of cybercrime incidents","Number","223","units","0","v116321102","14.1","4589","","","","0"
"2023","Montréal, Quebec [24462]","2021A003524462","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321103","14.2","101.5","","","","1"
"2023","Ottawa-Gatineau, Quebec part [24505]","2021A003524505","Number of cybercrime incidents","Number","223","units","0","v116321100","13.1","1143","","","","0"
"2023","Ottawa-Gatineau, Quebec part [24505]","2021A003524505","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321101","13.2","322.0","","","","1"
"2023","Ontario [35]","2021A000235","Number of cybercrime incidents","Number","223","units","0","v116321112","19.1","34579","","","","0"
"2023","Ontario [35]","2021A000235","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321113","19.2","221.6","","","","1"
"2023","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Number of cybercrime incidents","Number","223","units","0","v116321130","28.1","3474","","","","0"
"2023","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321131","28.2","279.6","","","","1"
"2023","Kingston, Ontario [35521]","2021A003535521","Number of cybercrime incidents","Number","223","units","0","v116321124","25.1","413","","","","0"
"2023","Kingston, Ontario [35521]","2021A003535521","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321125","25.2","222.0","","","","1"
"2023","Belleville-Quinte West, Ontario [35522]","2021A003535522","Number of cybercrime incidents","Number","223","units","0","v1066363730","50.1","139","","","","0"
"2023","Belleville-Quinte West, Ontario [35522]","2021A003535522","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1066363731","50.2","114.6","","","","1"
"2023","Peterborough, Ontario [35529]","2021A003535529","Number of cybercrime incidents","Number","223","units","0","v116321132","29.1","354","","","","0"
"2023","Peterborough, Ontario [35529]","2021A003535529","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321133","29.2","254.3","","","","1"
"2023","Toronto, Ontario [35535]","2021A003535535","Number of cybercrime incidents","Number","223","units","0","v116321138","32.1","11783","","","","0"
"2023","Toronto, Ontario [35535]","2021A003535535","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321139","32.2","193.2","","","","1"
"2023","Hamilton, Ontario [35537]","2021A003535537","Number of cybercrime incidents","Number","223","units","0","v116321122","24.1","1106","","","","0"
"2023","Hamilton, Ontario [35537]","2021A003535537","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321123","24.2","179.4","","","","1"
"2023","St. Catharines-Niagara, Ontario [35539]","2021A003535539","Number of cybercrime incidents","Number","223","units","0","v116321134","30.1","2637","","","","0"
"2023","St. Catharines-Niagara, Ontario [35539]","2021A003535539","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321135","30.2","503.0","","","","1"
"2023","Kitchener-Cambridge-Waterloo, Ontario [35541]","2021A003535541","Number of cybercrime incidents","Number","223","units","0","v116321126","26.1","4428","","","","0"
"2023","Kitchener-Cambridge-Waterloo, Ontario [35541]","2021A003535541","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321127","26.2","657.1","","","","1"
"2023","Brantford, Ontario [35543]","2021A003535543","Number of cybercrime incidents","Number","223","units","0","v116321116","21.1","675","","","","0"
"2023","Brantford, Ontario [35543]","2021A003535543","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321117","21.2","419.7","","","","1"
"2023","Guelph, Ontario [35550]","2021A003535550","Number of cybercrime incidents","Number","223","units","0","v116321120","23.1","371","","","","0"
"2023","Guelph, Ontario [35550]","2021A003535550","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321121","23.2","237.1","","","","1"
"2023","London, Ontario [35555]","2021A003535555","Number of cybercrime incidents","Number","223","units","0","v116321128","27.1","1564","","","","0"
"2023","London, Ontario [35555]","2021A003535555","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321129","27.2","257.0","","","","1"
"2023","Windsor, Ontario [35559]","2021A003535559","Number of cybercrime incidents","Number","223","units","0","v116321140","33.1","1008","","","","0"
"2023","Windsor, Ontario [35559]","2021A003535559","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321141","33.2","215.1","","","","1"
"2023","Barrie, Ontario [35568]","2021A003535568","Number of cybercrime incidents","Number","223","units","0","v116321114","20.1","605","","","","0"
"2023","Barrie, Ontario [35568]","2021A003535568","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321115","20.2","213.5","","","","1"
"2023","Greater Sudbury, Ontario [35580]","2021A003535580","Number of cybercrime incidents","Number","223","units","0","v116321118","22.1","785","","","","0"
"2023","Greater Sudbury, Ontario [35580]","2021A003535580","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321119","22.2","415.9","","","","1"
"2023","Thunder Bay, Ontario [35595]","2021A003535595","Number of cybercrime incidents","Number","223","units","0","v116321136","31.1","451","","","","0"
"2023","Thunder Bay, Ontario [35595]","2021A003535595","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321137","31.2","348.3","","","","1"
"2023","Manitoba [46]","2021A000246","Number of cybercrime incidents","Number","223","units","0","v116321142","34.1","2634","","","","0"
"2023","Manitoba [46]","2021A000246","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321143","34.2","182.3","","","","1"
"2023","Winnipeg, Manitoba [46602]","2021A003546602","Number of cybercrime incidents","Number","223","units","0","v116321144","35.1","1851","","","","0"
"2023","Winnipeg, Manitoba [46602]","2021A003546602","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321145","35.2","208.9","","","","1"
"2023","Saskatchewan [47]","2021A000247","Number of cybercrime incidents","Number","223","units","0","v116321146","36.1","2640","","","","0"
"2023","Saskatchewan [47]","2021A000247","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321147","36.2","220.8","","","","1"
"2023","Regina, Saskatchewan [47705]","2021A003547705","Number of cybercrime incidents","Number","223","units","0","v116321148","37.1","342","","","","0"
"2023","Regina, Saskatchewan [47705]","2021A003547705","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321149","37.2","126.3","","","","1"
"2023","Saskatoon, Saskatchewan [47725]","2021A003547725","Number of cybercrime incidents","Number","223","units","0","v116321150","38.1","1199","","","","0"
"2023","Saskatoon, Saskatchewan [47725]","2021A003547725","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321151","38.2","336.3","","","","1"
"2023","Alberta [48]","2021A000248","Number of cybercrime incidents","Number","223","units","0","v116321152","39.1","12457","","","","0"
"2023","Alberta [48]","2021A000248","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321153","39.2","265.2","","","","1"
"2023","Lethbridge, Alberta [48810]","2021A003548810","Number of cybercrime incidents","Number","223","units","0","v1066363732","51.1","737","","","","0"
"2023","Lethbridge, Alberta [48810]","2021A003548810","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1066363733","51.2","550.6","","","","1"
"2023","Calgary, Alberta [48825]","2021A003548825","Number of cybercrime incidents","Number","223","units","0","v116321154","40.1","3593","","","","0"
"2023","Calgary, Alberta [48825]","2021A003548825","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321155","40.2","213.8","","","","1"
"2023","Red Deer, Alberta [48830]","2021A003548830","Number of cybercrime incidents","Number","223","units","0","v1593158554","55.1","419","","","","0"
"2023","Red Deer, Alberta [48830]","2021A003548830","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158555","55.2","384.8","","","","1"
"2023","Edmonton, Alberta [48835]","2021A003548835","Number of cybercrime incidents","Number","223","units","0","v116321156","41.1","6184","","","","0"
"2023","Edmonton, Alberta [48835]","2021A003548835","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321157","41.2","395.1","","","","1"
"2023","British Columbia [59]","2021A000259","Number of cybercrime incidents","Number","223","units","0","v116321158","42.1","27343","","","","0"
"2023","British Columbia [59]","2021A000259","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321159","42.2","494.3","","","","1"
"2023","Kelowna, British Columbia [59915]","2021A003559915","Number of cybercrime incidents","Number","223","units","0","v116321162","44.1","1197","","","","0"
"2023","Kelowna, British Columbia [59915]","2021A003559915","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321163","44.2","488.4","","","","1"
"2023","Kamloops, British Columbia [59925]","2021A003559925","Number of cybercrime incidents","Number","223","units","0","v1593158556","56.1","641","","","","0"
"2023","Kamloops, British Columbia [59925]","2021A003559925","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158557","56.2","523.5","","","","1"
"2023","Chilliwack, British Columbia [59930]","2021A003559930","Number of cybercrime incidents","Number","223","units","0","v1593158558","57.1","1009","","","","0"
"2023","Chilliwack, British Columbia [59930]","2021A003559930","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158559","57.2","814.3","","","","1"
"2023","Abbotsford-Mission, British Columbia [59932]","2021A003559932","Number of cybercrime incidents","Number","223","units","0","v116321160","43.1","1819","","","","0"
"2023","Abbotsford-Mission, British Columbia [59932]","2021A003559932","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321161","43.2","846.8","","","","1"
"2023","Vancouver, British Columbia [59933]","2021A003559933","Number of cybercrime incidents","Number","223","units","0","v116321164","45.1","13157","","","","0"
"2023","Vancouver, British Columbia [59933]","2021A003559933","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321165","45.2","441.2","","","","1"
"2023","Victoria, British Columbia [59935]","2021A003559935","Number of cybercrime incidents","Number","223","units","0","v116321166","46.1","2570","","","","0"
"2023","Victoria, British Columbia [59935]","2021A003559935","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321167","46.2","591.8","","","","1"
"2023","Nanaimo, British Columbia [59938]","2021A003559938","Number of cybercrime incidents","Number","223","units","0","v1593158560","58.1","478","","","","0"
"2023","Nanaimo, British Columbia [59938]","2021A003559938","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158561","58.2","382.2","","","","1"
"2023","Yukon [60]","2021A000260","Number of cybercrime incidents","Number","223","units","0","v116321168","47.1","92","","","","0"
"2023","Yukon [60]","2021A000260","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321169","47.2","203.2","","","","1"
"2023","Northwest Territories [61]","2021A000261","Number of cybercrime incidents","Number","223","units","0","v116321170","48.1","74","","","","0"
"2023","Northwest Territories [61]","2021A000261","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321171","48.2","165.6","","","","1"
"2023","Nunavut [62]","2021A000262","Number of cybercrime incidents","Number","223","units","0","v116321172","49.1","35","","","","0"
"2023","Nunavut [62]","2021A000262","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321173","49.2","86.0","","","","1"
"2023","Canadian Forces Military Police","","Number of cybercrime incidents","Number","223","units","0","v1411953027","52.1","56","","","","0"
"2023","Canadian Forces Military Police","","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1411953028","52.2","","..","","","2"
"2024","Total police-reported cybercrime","","Number of cybercrime incidents","Number","223","units","0","v116321076","1.1","92567","","","","0"
"2024","Total police-reported cybercrime","","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321077","1.2","225.1","","","","1"
"2024","Total Non-Census metropolitan area","","Number of cybercrime incidents","Number","223","units","0","v116321078","2.1","19172","","","","0"
"2024","Total Non-Census metropolitan area","","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321079","2.2","186.8","","","","1"
"2024","Total Census metropolitan area","","Number of cybercrime incidents","Number","223","units","0","v116321080","3.1","73328","","","","0"
"2024","Total Census metropolitan area","","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321081","3.2","237.7","","","","1"
"2024","Newfoundland and Labrador [10]","2021A000210","Number of cybercrime incidents","Number","223","units","0","v116321082","4.1","1295","","","","0"
"2024","Newfoundland and Labrador [10]","2021A000210","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321083","4.2","237.5","","","","1"
"2024","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Number of cybercrime incidents","Number","223","units","0","v116321084","5.1","224","","","","0"
"2024","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321085","5.2","97.0","","","","1"
"2024","Prince Edward Island [11]","2021A000211","Number of cybercrime incidents","Number","223","units","0","v116321086","6.1","445","","","","0"
"2024","Prince Edward Island [11]","2021A000211","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321087","6.2","249.7","","","","1"
"2024","Nova Scotia [12]","2021A000212","Number of cybercrime incidents","Number","223","units","0","v116321088","7.1","3334","","","","0"
"2024","Nova Scotia [12]","2021A000212","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321089","7.2","309.7","","","","1"
"2024","Halifax, Nova Scotia [12205]","2021A003512205","Number of cybercrime incidents","Number","223","units","0","v116321090","8.1","2089","","","","0"
"2024","Halifax, Nova Scotia [12205]","2021A003512205","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321091","8.2","393.7","","","","1"
"2024","New Brunswick [13]","2021A000213","Number of cybercrime incidents","Number","223","units","0","v116321092","9.1","2151","","","","0"
"2024","New Brunswick [13]","2021A000213","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321093","9.2","277.0","","","","1"
"2024","Moncton, New Brunswick [13305]","2021A003513305","Number of cybercrime incidents","Number","223","units","0","v116321094","10.1","480","","","","0"
"2024","Moncton, New Brunswick [13305]","2021A003513305","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321095","10.2","244.3","","","","1"
"2024","Saint John, New Brunswick [13310]","2021A003513310","Number of cybercrime incidents","Number","223","units","0","v116321096","11.1","136","","","","0"
"2024","Saint John, New Brunswick [13310]","2021A003513310","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321097","11.2","215.3","","","","1"
"2024","Fredericton, New Brunswick [13320]","2021A003513320","Number of cybercrime incidents","Number","223","units","0","v1593158550","53.1","250","","","","0"
"2024","Fredericton, New Brunswick [13320]","2021A003513320","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158551","53.2","187.3","","","","1"
"2024","Quebec [24]","2021A000224","Number of cybercrime incidents","Number","223","units","0","v116321098","12.1","10595","","","","0"
"2024","Quebec [24]","2021A000224","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321099","12.2","117.8","","","","1"
"2024","Saguenay, Quebec [24408]","2021A003524408","Number of cybercrime incidents","Number","223","units","0","v116321106","16.1","80","","","","0"
"2024","Saguenay, Quebec [24408]","2021A003524408","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321107","16.2","45.2","","","","1"
"2024","Québec, Quebec [24421]","2021A003524421","Number of cybercrime incidents","Number","223","units","0","v116321104","15.1","892","","","","0"
"2024","Québec, Quebec [24421]","2021A003524421","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321105","15.2","101.0","","","","1"
"2024","Sherbrooke, Quebec [24433]","2021A003524433","Number of cybercrime incidents","Number","223","units","0","v116321108","17.1","393","","","","0"
"2024","Sherbrooke, Quebec [24433]","2021A003524433","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321109","17.2","174.4","","","","1"
"2024","Trois-Rivières, Quebec [24442]","2021A003524442","Number of cybercrime incidents","Number","223","units","0","v116321110","18.1","352","","","","0"
"2024","Trois-Rivières, Quebec [24442]","2021A003524442","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321111","18.2","205.6","","","","1"
"2024","Drummondville, Quebec [24447]","2021A003524447","Number of cybercrime incidents","Number","223","units","0","v1593158552","54.1","219","","","","0"
"2024","Drummondville, Quebec [24447]","2021A003524447","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158553","54.2","190.8","","","","1"
"2024","Montréal, Quebec [24462]","2021A003524462","Number of cybercrime incidents","Number","223","units","0","v116321102","14.1","4774","","","","0"
"2024","Montréal, Quebec [24462]","2021A003524462","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321103","14.2","102.6","","","","1"
"2024","Ottawa-Gatineau, Quebec part [24505]","2021A003524505","Number of cybercrime incidents","Number","223","units","0","v116321100","13.1","1033","","","","0"
